"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr3"	96617237	96619236	2000	"-"	"ENSG00000269028"	"MTRNR2L12"	2
"chr19"	40689973	40691972	2000	"-"	"ENSG00000105245"	"NUMBL"	1
"chr1"	111754825	111756824	2000	"-"	"ENSG00000197852"	"FAM212B"	0
"chr2"	130835916	130837915	2000	"+"	"ENSG00000136002"	"ARHGEF4"	0
"chr6"	34887090	34889089	2000	"-"	"ENSG00000064995"	"TAF11"	1
"chr22"	39096224	39098223	2000	"+"	"ENSG00000100298"	"APOBEC3H"	12
"chr5"	40797375	40799374	2000	"-"	"ENSG00000132356"	"PRKAA1"	152
"chr15"	39933146	39935145	2000	"+"	"ENSG00000128829"	"EIF2AK4"	9
"chr8"	23705599	23707598	2000	"-"	"ENSG00000180053"	"NKX2-6"	1
"chr1"	54886219	54888218	2000	"-"	"ENSG00000116133"	"DHCR24"	1
"chr19"	32344594	32346593	2000	"+"	"ENSG00000168813"	"ZNF507"	0
"chr21"	41166801	41168800	2000	"+"	"ENSG00000182240"	"BACE2"	0
"chr20"	34954818	34956817	2000	"-"	"ENSG00000100983"	"GSS"	0
"chr5"	31531197	31533196	2000	"-"	"ENSG00000113360"	"DROSHA"	19
"chr11"	112085773	112087772	2000	"+"	"ENSG00000204370"	"SDHD"	6
"chr3"	128680076	128682075	2000	"-"	"ENSG00000163902"	"RPN1"	2
"chr7"	56091997	56093996	2000	"-"	"ENSG00000164776"	"PHKG1"	2
"chr13"	49443374	49445373	2000	"+"	"ENSG00000136169"	"SETDB2"	3
"chr1"	51235271	51237270	2000	"+"	"ENSG00000123091"	"RNF11"	2
"chr5"	103119152	103121151	2000	"-"	"ENSG00000145723"	"GIN1"	3
"chr17"	74892782	74894781	2000	"-"	"ENSG00000172782"	"FADS6"	1
"chr12"	20809702	20811701	2000	"+"	"ENSG00000111700"	"SLCO1B3"	1
"chr7"	19144422	19146421	2000	"-"	"ENSG00000146618"	"FERD3L"	6
"chr6"	36026677	36028676	2000	"+"	"ENSG00000112062"	"MAPK14"	0
"chr11"	78062861	78064860	2000	"+"	"ENSG00000151365"	"THRSP"	5
"chr1"	145909190	145911189	2000	"-"	"ENSG00000143127"	"ITGA10"	0
"chr8"	132759713	132761712	2000	"-"	"ENSG00000165071"	"TMEM71"	0
"chr3"	48439457	48441456	2000	"-"	"ENSG00000164051"	"CCDC51"	5
"chr11"	78079220	78081219	2000	"-"	"ENSG00000151364"	"KCTD14"	0
"chr1"	44673556	44675555	2000	"-"	"ENSG00000126106"	"TMEM53"	1
"chr3"	44711643	44713642	2000	"+"	"ENSG00000196653"	"ZNF502"	0
"chr1"	2424980	2426979	2000	"+"	"ENSG00000149527"	"PLCH2"	3
"chr10"	15370063	15372062	2000	"-"	"ENSG00000148468"	"FAM171A1"	2
"chr4"	76948703	76950702	2000	"+"	"ENSG00000138758"	"SEPT11"	1
"chr11"	67420184	67422183	2000	"-"	"ENSG00000172531"	"PPP1CA"	0
"chr11"	112259861	112261860	2000	"-"	"ENSG00000188771"	"PLET1"	3
"chr7"	74452790	74454789	2000	"+"	"ENSG00000006704"	"GTF2IRD1"	0
"chrX"	26137343	26139342	2000	"+"	"ENSG00000176774"	"MAGEB18"	1
"chr3"	108952896	108954895	2000	"-"	"ENSG00000138472"	"GUCA1C"	0
"chr19"	39244130	39246129	2000	"-"	"ENSG00000197110"	"IFNL3"	0
"chr5"	181260140	181262139	2000	"-"	"ENSG00000183718"	"TRIM52"	0
"chr11"	101871563	101873562	2000	"-"	"ENSG00000137672"	"TRPC6"	3
"chr2"	134118983	134120982	2000	"+"	"ENSG00000152127"	"MGAT5"	4
"chr15"	101651392	101653391	2000	"-"	"ENSG00000184277"	"TM2D3"	5
"chr7"	8432955	8434954	2000	"+"	"ENSG00000122584"	"NXPH1"	1
"chr7"	94508219	94510218	2000	"+"	"ENSG00000127995"	"CASD1"	0
"chr3"	88148886	88150885	2000	"-"	"ENSG00000163320"	"CGGBP1"	0
"chr6"	13923446	13925445	2000	"+"	"ENSG00000180537"	"RNF182"	9
"chr22"	48488460	48490459	2000	"+"	"ENSG00000219438"	"FAM19A5"	3
"chr8"	143288676	143290675	2000	"+"	"ENSG00000185730"	"ZNF696"	3
"chr20"	37260836	37262835	2000	"-"	"ENSG00000118702"	"GHRH"	145
"chr3"	32569875	32571874	2000	"-"	"ENSG00000144635"	"DYNC1LI1"	1
"chr19"	9826892	9828891	2000	"+"	"ENSG00000198258"	"UBL5"	0
"chr9"	109012530	109014529	2000	"-"	"ENSG00000119326"	"CTNNAL1"	0
"chr10"	127195159	127197158	2000	"-"	"ENSG00000188916"	"FAM196A"	2
"chr6"	125985430	125987429	2000	"+"	"ENSG00000066651"	"TRMT11"	0
"chr11"	5234371	5236370	2000	"-"	"ENSG00000223609"	"HBD"	3
"chr5"	40840184	40842183	2000	"+"	"ENSG00000132357"	"CARD6"	3
"chr6"	153001686	153003685	2000	"-"	"ENSG00000112031"	"MTRF1L"	3
"chr7"	23104758	23106757	2000	"+"	"ENSG00000122550"	"KLHL7"	1
"chr10"	98133624	98135623	2000	"+"	"ENSG00000166024"	"R3HCC1L"	272
"chr17"	4770884	4772883	2000	"+"	"ENSG00000142484"	"TM4SF5"	0
"chr15"	40754852	40756851	2000	"-"	"ENSG00000137824"	"RMDN3"	1
"chrX"	107981371	107983370	2000	"-"	"ENSG00000170925"	"TEX13B"	1
"chr19"	50789415	50791414	2000	"+"	"ENSG00000142513"	"ACPT"	0
"chr4"	153343649	153345648	2000	"+"	"ENSG00000121211"	"MND1"	1
"chr15"	45128939	45130938	2000	"-"	"ENSG00000140254"	"DUOXA1"	1
"chr16"	1152241	1154240	2000	"+"	"ENSG00000196557"	"CACNA1H"	153
"chr17"	4554632	4556631	2000	"-"	"ENSG00000132382"	"MYBBP1A"	0
"chr11"	1597295	1599294	2000	"-"	"ENSG00000205867"	"KRTAP5-2"	2
"chr1"	167552768	167554767	2000	"-"	"ENSG00000143162"	"CREG1"	2
"chr19"	55758014	55760013	2000	"+"	"ENSG00000223638"	"RFPL4A"	7
"chr14"	92105622	92107621	2000	"-"	"ENSG00000066427"	"ATXN3"	1
"chr15"	22980064	22982063	2000	"-"	"ENSG00000273749"	"CYFIP1"	1
"chr8"	119831864	119833863	2000	"-"	"ENSG00000064313"	"TAF2"	1
"chr10"	95290025	95292024	2000	"-"	"ENSG00000107438"	"PDLIM1"	1
"chr19"	19820752	19822751	2000	"-"	"ENSG00000081665"	"ZNF506"	4
"chr10"	68826541	68828540	2000	"+"	"ENSG00000165730"	"STOX1"	1
"chr16"	2267413	2269412	2000	"-"	"ENSG00000205937"	"RNPS1"	1
"chr1"	77218431	77220430	2000	"-"	"ENSG00000142892"	"PIGK"	1
"chr12"	43834967	43836966	2000	"+"	"ENSG00000139173"	"TMEM117"	3
"chr1"	244351635	244353634	2000	"+"	"ENSG00000173728"	"C1orf100"	2
"chr11"	62189216	62191215	2000	"+"	"ENSG00000168515"	"SCGB1D1"	2
"chr15"	44727988	44729987	2000	"+"	"ENSG00000185880"	"TRIM69"	1
"chr4"	42656106	42658105	2000	"-"	"ENSG00000124406"	"ATP8A1"	1
"chr7"	50792463	50794462	2000	"-"	"ENSG00000106070"	"GRB10"	6
"chr11"	107927294	107929293	2000	"-"	"ENSG00000110660"	"SLC35F2"	2
"chr2"	206158585	206160584	2000	"+"	"ENSG00000114942"	"EEF1B2"	0
"chr15"	90351245	90353244	2000	"+"	"ENSG00000196391"	"ZNF774"	3
"chr6"	151238999	151240998	2000	"+"	"ENSG00000131016"	"AKAP12"	3
"chr8"	38995869	38997868	2000	"+"	"ENSG00000168615"	"ADAM9"	0
"chr4"	78056570	78058569	2000	"+"	"ENSG00000138759"	"FRAS1"	1
"chr11"	1570921	1572920	2000	"-"	"ENSG00000184545"	"DUSP8"	4
"chr3"	97763521	97765520	2000	"+"	"ENSG00000113966"	"ARL6"	0
"chr8"	108442601	108444600	2000	"+"	"ENSG00000104412"	"EMC2"	1
"chr2"	105437514	105439513	2000	"-"	"ENSG00000115641"	"FHL2"	0
"chr7"	100968623	100970622	2000	"+"	"ENSG00000205277"	"MUC12"	0
"chr8"	21912861	21914860	2000	"-"	"ENSG00000147443"	"DOK2"	6
"chr19"	45159151	45161150	2000	"-"	"ENSG00000179846"	"NKPD1"	146
"chr17"	1741836	1743835	2000	"+"	"ENSG00000167711"	"SERPINF2"	1
"chrX"	125319120	125321119	2000	"+"	"ENSG00000282815"	"RP13-147D17.3"	0
"chr13"	97952658	97954657	2000	"+"	"ENSG00000065150"	"IPO5"	2
"chr19"	45178822	45180821	2000	"+"	"ENSG00000267545"	"AC005779.2"	2
"chr22"	43998211	44000210	2000	"+"	"ENSG00000188677"	"PARVB"	2
"chr1"	152612811	152614810	2000	"+"	"ENSG00000187238"	"LCE3B"	0
"chr10"	126904409	126906408	2000	"+"	"ENSG00000150760"	"DOCK1"	4
"chr19"	45233212	45235211	2000	"-"	"ENSG00000130201"	"EXOC3L2"	1
"chr1"	213982181	213984180	2000	"+"	"ENSG00000117707"	"PROX1"	0
"chr1"	152622104	152624103	2000	"-"	"ENSG00000185962"	"LCE3A"	1
"chr2"	48528925	48530924	2000	"+"	"ENSG00000068781"	"STON1-GTF2A1L"	2
"chr12"	133129984	133131983	2000	"+"	"ENSG00000256825"	"CTD-2140B24.4"	19
"chr6"	290630	292629	2000	"+"	"ENSG00000112679"	"DUSP22"	17
"chr12"	55996180	55998179	2000	"+"	"ENSG00000139531"	"SUOX"	0
"chr1"	167219829	167221828	2000	"+"	"ENSG00000143190"	"POU2F1"	5
"chr11"	74730386	74732385	2000	"-"	"ENSG00000054938"	"CHRDL2"	1
"chr1"	43452990	43454989	2000	"-"	"ENSG00000178922"	"HYI"	1
"chrX"	1391725	1393724	2000	"-"	"ENSG00000169100"	"SLC25A6"	0
"chr4"	498157	500156	2000	"-"	"ENSG00000182903"	"ZNF721"	1
"chr8"	22999001	23001000	2000	"-"	"ENSG00000134020"	"PEBP4"	0
"chrX"	119942773	119944772	2000	"-"	"ENSG00000101882"	"NKAP"	1
"chr16"	19554240	19556239	2000	"+"	"ENSG00000103544"	"C16orf62"	1
"chr18"	23585899	23587898	2000	"-"	"ENSG00000141458"	"NPC1"	1
"chr11"	5899777	5901776	2000	"+"	"ENSG00000277932"	"OR52E5"	1
"chr9"	133478138	133480137	2000	"-"	"ENSG00000160326"	"SLC2A6"	5
"chr7"	7565872	7567871	2000	"+"	"ENSG00000164654"	"MIOS"	1
"chr6"	160701238	160703237	2000	"+"	"ENSG00000122194"	"PLG"	0
"chr2"	86622867	86624866	2000	"-"	"ENSG00000239305"	"RNF103"	21
"chr7"	158586789	158588788	2000	"-"	"ENSG00000155093"	"PTPRN2"	0
"chr3"	9889554	9891553	2000	"+"	"ENSG00000171135"	"JAGN1"	15
"chr19"	45078195	45080194	2000	"+"	"ENSG00000142252"	"GEMIN7"	3
"chr1"	155686960	155688959	2000	"+"	"ENSG00000132676"	"DAP3"	0
"chr9"	117414071	117416070	2000	"-"	"ENSG00000148219"	"ASTN2"	108
"chr2"	165203068	165205067	2000	"-"	"ENSG00000153253"	"SCN3A"	5
"chr16"	71998979	72000978	2000	"-"	"ENSG00000277481"	"PKD1L3"	1
"chr17"	39625740	39627739	2000	"+"	"ENSG00000131771"	"PPP1R1B"	1
"chr6"	37256772	37258771	2000	"+"	"ENSG00000065491"	"TBC1D22B"	1
"chr19"	45781553	45783552	2000	"-"	"ENSG00000104936"	"DMPK"	0
"chr19"	49071942	49073941	2000	"-"	"ENSG00000104848"	"KCNA7"	8
"chr16"	30022271	30024270	2000	"-"	"ENSG00000149927"	"DOC2A"	7
"chr16"	88865661	88867660	2000	"-"	"ENSG00000205022"	"PABPN1L"	4
"chr14"	96362452	96364451	2000	"+"	"ENSG00000100744"	"GSKIP"	2
"chr10"	71395934	71397933	2000	"+"	"ENSG00000107736"	"CDH23"	12
"chrX"	48276579	48278578	2000	"-"	"ENSG00000165583"	"SSX5"	0
"chr9"	128127463	128129462	2000	"-"	"ENSG00000148334"	"PTGES2"	0
"chr5"	134903906	134905905	2000	"+"	"ENSG00000132570"	"PCBD2"	3
"chr6"	7106597	7108596	2000	"+"	"ENSG00000124782"	"RREB1"	46
"chr15"	99732562	99734561	2000	"-"	"ENSG00000183060"	"LYSMD4"	2
"chrX"	154373639	154375638	2000	"-"	"ENSG00000196924"	"FLNA"	0
"chr19"	15740393	15742392	2000	"+"	"ENSG00000171936"	"OR10H3"	6
"chr21"	39182852	39184851	2000	"-"	"ENSG00000183527"	"PSMG1"	2
"chrX"	108043970	108045969	2000	"+"	"ENSG00000101842"	"VSIG1"	0
"chr4"	1008936	1010935	2000	"+"	"ENSG00000127418"	"FGFRL1"	13
"chr1"	207495147	207497146	2000	"+"	"ENSG00000203710"	"CR1"	5
"chr1"	100132150	100134149	2000	"+"	"ENSG00000122435"	"TRMT13"	2
"chr19"	58182029	58184028	2000	"+"	"ENSG00000171606"	"ZNF274"	0
"chr8"	123240399	123242398	2000	"-"	"ENSG00000189376"	"C8orf76"	1
"chr3"	121545642	121547641	2000	"-"	"ENSG00000051341"	"POLQ"	0
"chrX"	15269468	15271467	2000	"-"	"ENSG00000102048"	"ASB9"	2
"chr20"	57328759	57330758	2000	"+"	"ENSG00000054796"	"SPO11"	1
"chr11"	64290302	64292301	2000	"+"	"ENSG00000182450"	"KCNK4"	0
"chr16"	50547330	50549329	2000	"+"	"ENSG00000140807"	"NKD1"	1
"chr18"	3219109	3221108	2000	"-"	"ENSG00000101605"	"MYOM1"	4
"chr18"	4454336	4456335	2000	"-"	"ENSG00000170579"	"DLGAP1"	0
"chr9"	34619524	34621523	2000	"-"	"ENSG00000137100"	"DCTN3"	4
"chr2"	118941166	118943165	2000	"+"	"ENSG00000019169"	"MARCO"	2
"chr6"	54306859	54308858	2000	"+"	"ENSG00000137251"	"TINAG"	3
"chr15"	30413163	30415162	2000	"-"	"ENSG00000186399"	"GOLGA8R"	0
"chr10"	45852876	45854875	2000	"-"	"ENSG00000188234"	"AGAP4"	1
"chr12"	132488551	132490550	2000	"+"	"ENSG00000112787"	"FBRSL1"	4
"chr4"	10456411	10458410	2000	"-"	"ENSG00000178163"	"ZNF518B"	3
"chr7"	107802226	107804225	2000	"-"	"ENSG00000091138"	"SLC26A3"	2
"chr6"	34791015	34793014	2000	"+"	"ENSG00000065060"	"UHRF1BP1"	0
"chr1"	162560506	162562505	2000	"+"	"ENSG00000117143"	"UAP1"	2
"chr19"	1247553	1249552	2000	"+"	"ENSG00000167470"	"MIDN"	132
"chr16"	67872023	67874022	2000	"+"	"ENSG00000038358"	"EDC4"	2
"chr16"	31427429	31429428	2000	"-"	"ENSG00000156885"	"COX6A2"	0
"chr1"	92216940	92218939	2000	"+"	"ENSG00000203910"	"C1orf146"	1
"chr17"	64129820	64131819	2000	"-"	"ENSG00000178607"	"ERN1"	2
"chr11"	56136719	56138718	2000	"-"	"ENSG00000167822"	"OR8J3"	0
"chr15"	43509729	43511728	2000	"-"	"ENSG00000067369"	"TP53BP1"	25
"chr20"	31951093	31953092	2000	"-"	"ENSG00000088356"	"PDRG1"	1
"chr1"	100894999	100896998	2000	"-"	"ENSG00000162694"	"EXTL2"	0
"chr2"	119157890	119159889	2000	"-"	"ENSG00000144119"	"C1QL2"	0
"chr17"	8287497	8289496	2000	"+"	"ENSG00000108961"	"RANGRF"	10
"chr2"	110244421	110246420	2000	"-"	"ENSG00000175701"	"LINC00116"	0
"chr12"	120437198	120439197	2000	"+"	"ENSG00000111780"	"AL021546.6"	1
"chr1"	153356854	153358853	2000	"+"	"ENSG00000163220"	"S100A9"	0
"chr19"	45177238	45179237	2000	"-"	"ENSG00000007255"	"TRAPPC6A"	2
"chr17"	7716354	7718353	2000	"+"	"ENSG00000183914"	"DNAH2"	3
"chr10"	96303396	96305395	2000	"+"	"ENSG00000107447"	"DNTT"	4
"chr12"	120468794	120470793	2000	"-"	"ENSG00000111786"	"SRSF9"	0
"chr20"	63707864	63709863	2000	"+"	"ENSG00000273154"	"RP4-583P15.15"	0
"chr16"	66516313	66518312	2000	"-"	"ENSG00000260851"	"RP11-403P17.5"	274
"chr4"	17511235	17513234	2000	"-"	"ENSG00000151552"	"QDPR"	4
"chr13"	37058714	37060713	2000	"-"	"ENSG00000102710"	"SUPT20H"	0
"chr9"	35813451	35815450	2000	"+"	"ENSG00000137103"	"TMEM8B"	95
"chr20"	62707837	62709836	2000	"+"	"ENSG00000101188"	"NTSR1"	2
"chr5"	168578601	168580600	2000	"-"	"ENSG00000120137"	"PANK3"	1
"chr3"	88138104	88140103	2000	"+"	"ENSG00000175105"	"ZNF654"	3
"chr1"	20138326	20140325	2000	"+"	"ENSG00000158786"	"PLA2G2F"	6
"chr16"	66426297	66428296	2000	"+"	"ENSG00000166546"	"BEAN1"	0
"chr2"	230326184	230328183	2000	"+"	"ENSG00000185404"	"SP140L"	3
"chr2"	17815496	17817495	2000	"+"	"ENSG00000151379"	"MSGN1"	1
"chr2"	112972203	112974202	2000	"+"	"ENSG00000136688"	"IL36G"	18
"chr15"	99564417	99566416	2000	"+"	"ENSG00000068305"	"MEF2A"	0
"chr8"	22366249	22368248	2000	"+"	"ENSG00000104635"	"SLC39A14"	2
"chr10"	87840344	87842343	2000	"-"	"ENSG00000138138"	"ATAD1"	1
"chr1"	159944605	159946604	2000	"-"	"ENSG00000085552"	"IGSF9"	2
"chr5"	100534305	100536304	2000	"+"	"ENSG00000174132"	"FAM174A"	1
"chr12"	69469349	69471348	2000	"+"	"ENSG00000166225"	"FRS2"	6
"chr10"	100008920	100010919	2000	"-"	"ENSG00000107554"	"DNMBP"	5
"chr18"	46103335	46105334	2000	"-"	"ENSG00000152234"	"ATP5A1"	1
"chr12"	102479646	102481645	2000	"-"	"ENSG00000017427"	"IGF1"	3
"chr21"	43168008	43170007	2000	"+"	"ENSG00000160202"	"CRYAA"	1
"chr11"	11840423	11842422	2000	"+"	"ENSG00000170242"	"USP47"	5
"chr1"	28368582	28370581	2000	"+"	"ENSG00000204138"	"PHACTR4"	0
"chr2"	225041446	225043445	2000	"-"	"ENSG00000135905"	"DOCK10"	1
"chr16"	25014667	25016666	2000	"-"	"ENSG00000140750"	"ARHGAP17"	1
"chr6"	138106512	138108511	2000	"-"	"ENSG00000112378"	"PERP"	2
"chr14"	65409592	65411591	2000	"+"	"ENSG00000033170"	"FUT8"	3
"chr10"	95693144	95695143	2000	"-"	"ENSG00000119977"	"TCTN3"	0
"chr8"	142741412	142743411	2000	"-"	"ENSG00000126233"	"SLURP1"	1
"chr2"	45650345	45652344	2000	"+"	"ENSG00000171132"	"PRKCE"	0
"chr11"	1607464	1609463	2000	"-"	"ENSG00000196224"	"KRTAP5-3"	1
"chr19"	49687664	49689663	2000	"+"	"ENSG00000224420"	"ADM5"	0
"chr11"	90030106	90032105	2000	"+"	"ENSG00000204449"	"TRIM49C"	0
"chr11"	56159318	56161317	2000	"-"	"ENSG00000181752"	"OR8K5"	1
"chr8"	144353915	144355914	2000	"-"	"ENSG00000261587"	"TMEM249"	13
"chr17"	81238239	81240238	2000	"+"	"ENSG00000224877"	"C17orf89"	0
"chr3"	169811987	169813986	2000	"-"	"ENSG00000171757"	"LRRC34"	2
"chr17"	37374986	37376985	2000	"+"	"ENSG00000278505"	"C17orf78"	0
"chr6"	49635840	49637839	2000	"-"	"ENSG00000112077"	"RHAG"	0
"chr5"	114359945	114361944	2000	"+"	"ENSG00000080709"	"KCNN2"	1
"chr9"	21304313	21306312	2000	"-"	"ENSG00000147873"	"IFNA5"	0
"chr12"	80401178	80403177	2000	"+"	"ENSG00000139304"	"PTPRQ"	0
"chr14"	24298862	24300861	2000	"+"	"ENSG00000196943"	"NOP9"	5
"chr20"	43188971	43190970	2000	"-"	"ENSG00000196090"	"PTPRT"	1
"chr7"	6103884	6105883	2000	"+"	"ENSG00000106346"	"USP42"	1
"chr15"	48962445	48964444	2000	"-"	"ENSG00000185634"	"SHC4"	11
"chr14"	92793231	92795230	2000	"+"	"ENSG00000066455"	"GOLGA5"	5
"chr2"	86194771	86196770	2000	"-"	"ENSG00000132305"	"IMMT"	0
"chr7"	43925412	43927411	2000	"-"	"ENSG00000106608"	"URGCP"	2
"chr17"	16414542	16416541	2000	"+"	"ENSG00000187688"	"TRPV2"	3
"chr2"	232856270	232858269	2000	"+"	"ENSG00000182600"	"C2orf82"	1
"chr4"	157203182	157205181	2000	"+"	"ENSG00000120251"	"GRIA2"	1
"chr17"	7335529	7337528	2000	"+"	"ENSG00000072818"	"ACAP1"	1
"chr3"	119240104	119242103	2000	"-"	"ENSG00000121578"	"B4GALT4"	2
"chr2"	173964703	173966702	2000	"-"	"ENSG00000172845"	"SP3"	0
"chrX"	153687099	153689098	2000	"+"	"ENSG00000130821"	"SLC6A8"	24
"chr6"	26284510	26286509	2000	"-"	"ENSG00000158406"	"HIST1H4H"	11
"chr7"	102477908	102479907	2000	"-"	"ENSG00000005075"	"POLR2J"	2
"chr4"	121950755	121952754	2000	"-"	"ENSG00000138741"	"TRPC3"	0
"chr17"	61451404	61453403	2000	"+"	"ENSG00000121075"	"TBX4"	1
"chr7"	50303124	50305123	2000	"+"	"ENSG00000185811"	"IKZF1"	0
"chr5"	87412020	87414019	2000	"-"	"ENSG00000134480"	"CCNH"	1
"chr7"	77797792	77799791	2000	"+"	"ENSG00000006576"	"PHTF2"	1
"chr8"	9001147	9003146	2000	"+"	"ENSG00000104626"	"ERI1"	1
"chr5"	163459141	163461140	2000	"-"	"ENSG00000170584"	"NUDCD2"	0
"chr2"	217755594	217757593	2000	"-"	"ENSG00000231672"	"DIRC3"	4
"chr11"	41458774	41460773	2000	"-"	"ENSG00000148948"	"LRRC4C"	1
"chr11"	67118269	67120268	2000	"+"	"ENSG00000173120"	"KDM2A"	131
"chr8"	144354610	144356609	2000	"-"	"ENSG00000271698"	"GS1-393G12.13"	13
"chr3"	46692705	46694704	2000	"-"	"ENSG00000178038"	"ALS2CL"	3
"chr14"	24304734	24306733	2000	"+"	"ENSG00000213906"	"LTB4R2"	2
"chr6"	53793497	53795496	2000	"+"	"ENSG00000137269"	"LRRC1"	4
"chr20"	63707026	63709025	2000	"-"	"ENSG00000101246"	"ARFRP1"	0
"chrX"	51495597	51497596	2000	"-"	"ENSG00000196368"	"NUDT11"	0
"chr19"	49877460	49879459	2000	"-"	"ENSG00000204673"	"AKT1S1"	2
"chrX"	1590593	1592592	2000	"+"	"ENSG00000197976"	"AKAP17A"	1
"chr6"	31571054	31573053	2000	"+"	"ENSG00000226979"	"LTA"	2
"chr12"	129902667	129904666	2000	"-"	"ENSG00000151952"	"TMEM132D"	1
"chr4"	39638091	39640090	2000	"-"	"ENSG00000163683"	"SMIM14"	13
"chr4"	48268865	48270864	2000	"-"	"ENSG00000135605"	"TEC"	0
"chr8"	142751535	142753534	2000	"-"	"ENSG00000197353"	"LYPD2"	0
"chr14"	54566097	54568096	2000	"+"	"ENSG00000020577"	"SAMD4A"	0
"chr19"	52817005	52819004	2000	"-"	"ENSG00000189190"	"ZNF600"	1
"chr1"	95071946	95073945	2000	"-"	"ENSG00000172339"	"ALG14"	1
"chrX"	72306188	72308187	2000	"-"	"ENSG00000125931"	"CITED1"	1
"chrX"	54997535	54999534	2000	"-"	"ENSG00000158571"	"PFKFB1"	0
"chr14"	94080246	94082245	2000	"-"	"ENSG00000089737"	"DDX24"	0
"chr15"	44536057	44538056	2000	"+"	"ENSG00000104131"	"EIF3J"	16
"chr17"	40664182	40666181	2000	"-"	"ENSG00000213424"	"KRT222"	1
"chr1"	206922248	206924247	2000	"-"	"ENSG00000162894"	"FCMR"	6
"chr19"	375671	377670	2000	"-"	"ENSG00000105549"	"THEG"	3
"chr12"	57295485	57297484	2000	"-"	"ENSG00000258830"	"RP11-123K3.4"	1
"chr19"	35442907	35444906	2000	"+"	"ENSG00000126262"	"FFAR2"	0
"chr2"	29920567	29922566	2000	"-"	"ENSG00000171094"	"ALK"	3
"chr17"	76710017	76712016	2000	"-"	"ENSG00000182534"	"MXRA7"	5
"chr19"	49118141	49120140	2000	"-"	"ENSG00000221916"	"C19orf73"	6
"chr1"	53458399	53460398	2000	"+"	"ENSG00000143006"	"DMRTB1"	1
"chr12"	65765	67764	2000	"+"	"ENSG00000120645"	"IQSEC3"	1
"chr15"	84653344	84655343	2000	"-"	"ENSG00000177082"	"WDR73"	0
"chrX"	48957387	48959386	2000	"-"	"ENSG00000068308"	"OTUD5"	3
"chr15"	44710477	44712476	2000	"+"	"ENSG00000166710"	"B2M"	0
"chr19"	49495365	49497364	2000	"+"	"ENSG00000142534"	"RPS11"	286
"chr2"	178450436	178452435	2000	"+"	"ENSG00000204311"	"DFNB59"	0
"chr8"	55772142	55774141	2000	"+"	"ENSG00000137574"	"TGS1"	2
"chr3"	100992516	100994515	2000	"-"	"ENSG00000154175"	"ABI3BP"	2
"chr2"	158455964	158457963	2000	"+"	"ENSG00000144283"	"PKP4"	2
"chr2"	30446226	30448225	2000	"+"	"ENSG00000172954"	"LCLAT1"	6
"chr19"	49957392	49959391	2000	"-"	"ENSG00000269179"	"CTC-326K19.6"	2
"chr7"	43905590	43907589	2000	"-"	"ENSG00000270617"	"URGCP-MRPS24"	1
"chr1"	155172476	155174475	2000	"-"	"ENSG00000163463"	"KRTCAP2"	3
"chr16"	72092562	72094561	2000	"+"	"ENSG00000140829"	"DHX38"	1
"chr4"	125315399	125317398	2000	"+"	"ENSG00000196159"	"FAT4"	1
"chr9"	35645811	35647810	2000	"-"	"ENSG00000137101"	"CD72"	295
"chr11"	124897501	124899500	2000	"-"	"ENSG00000154133"	"ROBO4"	1
"chr1"	225652143	225654142	2000	"-"	"ENSG00000154380"	"ENAH"	4
"chr19"	48739722	48741721	2000	"-"	"ENSG00000105538"	"RASIP1"	0
"chr8"	144353135	144355134	2000	"+"	"ENSG00000185803"	"SLC52A2"	19
"chr17"	68258182	68260181	2000	"+"	"ENSG00000141337"	"ARSG"	1
"chr19"	50803930	50805929	2000	"-"	"ENSG00000167747"	"C19orf48"	1
"chr7"	106111577	106113576	2000	"-"	"ENSG00000008282"	"SYPL1"	2
"chr1"	151830873	151832872	2000	"-"	"ENSG00000143365"	"RORC"	6
"chr12"	9115230	9117229	2000	"-"	"ENSG00000175899"	"A2M"	2
"chr21"	39744407	39746406	2000	"+"	"ENSG00000183067"	"IGSF5"	0
"chr6"	52185387	52187386	2000	"+"	"ENSG00000112115"	"IL17A"	3
"chr13"	45119515	45121514	2000	"+"	"ENSG00000188342"	"GTF2F2"	1
"chr9"	213854	215853	2000	"+"	"ENSG00000107099"	"DOCK8"	19
"chr11"	113772812	113774811	2000	"-"	"ENSG00000086827"	"ZW10"	2
"chr8"	42151946	42153945	2000	"+"	"ENSG00000070718"	"AP3M2"	0
"chr11"	64299446	64301445	2000	"+"	"ENSG00000219435"	"TEX40"	3
"chr1"	185044364	185046363	2000	"+"	"ENSG00000121481"	"RNF2"	2
"chr12"	124916369	124918368	2000	"-"	"ENSG00000150991"	"UBC"	6
"chr13"	52738813	52740812	2000	"-"	"ENSG00000136110"	"LECT1"	0
"chr9"	104693422	104695421	2000	"+"	"ENSG00000179055"	"OR13D1"	2
"chr17"	42010382	42012381	2000	"+"	"ENSG00000168256"	"NKIRAS2"	2
"chr3"	114055614	114057613	2000	"-"	"ENSG00000163617"	"KIAA1407"	1
"chr12"	109476545	109478544	2000	"-"	"ENSG00000110906"	"KCTD10"	3
"chr1"	153374650	153376649	2000	"-"	"ENSG00000163221"	"S100A12"	0
"chr19"	2268525	2270524	2000	"+"	"ENSG00000273734"	"LLfos-48D6.2"	13
